score,osd_id,organism,project_type,material,factors,n_samples,n_groups,n_contrasts,groups,assay,title,dge_url
0,OSD-49,Mus musculus,Ground Study,Liver,Sample Preservation Method     Time of Sample Collection After Euthanasia     Sample Storage Time,9,3,3,25 minute & Dry Ice & ~365 day | within 5 minute & Liquid Nitrogen & ~365 day | within 5 minute & Liquid Nitrogen & 3 day,RNA Sequencing (RNA-Seq)     mass spectrometry     Whole Genome Bisulfite Sequencing,Multi-omic investigations of mouse liver subjected to simulated spaceflight freezing and storage protocols,https://osdr.nasa.gov/geode-py/ws/studies/OSD-49/download?source=datamanager&file=GLDS-49_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-70,Drosophila melanogaster,Ground Study,,Altered Gravity     Temperature     O2 Level     Altered Gravity Simulator,92,0,45,,DNA microarray,Environmental and facility conditions promote singular gravity responses of transcriptome during Drosophila metamorphosis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-70/download?source=datamanager&file=GLDS-70_array_differential_expression_GLmicroarray.csv
0,OSD-80,Mus musculus,Ground Study,mammary gland,Ionizing Radiation     Time of Sample Collection After Treatment     Absorbed Radiation Dose,39,12,66,gamma radiation & 1 week & 100 centigray | Si-28 ion radiation & 1 week & 30 centigray | Si-28 ion radiation & 1 week & 10 centigray | sham-irradiated & 1 week & 0 centigray | gamma radiation & 4 week & 100 centigray | Si-28 ion radiation & 4 week & 30 centigray | Si-28 ion radiation & 4 week & 10 centigray | sham-irradiated & 4 week & 0 centigray | gamma radiation & 12 week & 100 centigray | Si-28 ion radiation & 12 week & 30 centigray | Si-28 ion radiation & 12 week & 10 centigray | sham-irradiated & 12 week & 0 centigray,DNA microarray,Response of mammary tissue to high-LET HZE particle (Silicon ions) radiation or low-LET gamma-rays,https://osdr.nasa.gov/geode-py/ws/studies/OSD-80/download?source=datamanager&file=GLDS-80_array_differential_expression_GLmicroarray.csv
0,OSD-92,Homo sapiens,Ground Study,3D Cells,Ionizing Radiation     Time of Sample Collection After Treatment     absorbed radiation dose,30,9,36,proton & 24 hour & 2.5 gray | proton & 24 hour & 10 centigray | non-irradiated & 24 hour & 0 gray | proton & 16 hour & 2.5 gray | proton & 16 hour & 10 centigray | non-irradiated & 16 hour & 0 gray | proton & 4 hour & 2.5 gray | proton & 4 hour & 10 centigray | non-irradiated & 4 hour & 0 gray,DNA microarray,Response of the EPI-200 human 3-D skin model to high and low doses of protons,https://osdr.nasa.gov/geode-py/ws/studies/OSD-92/download?source=datamanager&file=GLDS-92_array_differential_expression_GLmicroarray.csv
0,OSD-93,Mus musculus,Ground Study,Lung,strain     ionizing radiation,111,9,36,C3H/HeNrs & non-irradiated | A/JSlc & non-irradiated | C57BL/6JSlc & non-irradiated | A/JSlc & cesium-137 gamma radiation | A/JSlc & C-12 ion radiation | C57BL/6JSlc & C-12 ion radiation | C57BL/6JSlc & cesium-137 gamma radiation | C3H/HeNrs & cesium-137 gamma radiation | C3H/HeNrs & C-12 ion radiation,DNA microarray,Gene expression profiles of irradiated lung tissue in three mouse strains,https://osdr.nasa.gov/geode-py/ws/studies/OSD-93/download?source=datamanager&file=GLDS-93_array_differential_expression_GLmicroarray.csv
0,OSD-109,Mus musculus,Ground Study,primary left ventricular cell,Time of Sample Collection After Treatment     Ionizing Radiation,17,7,21,Fe-56 ion radiation & 1 day | Fe-56 ion radiation & 3 day | Fe-56 ion radiation & 7 day | Fe-56 ion radiation & 14 day | Fe-56 ion radiation & 28 day | sham-irradiated & 1 day | sham-irradiated & 3 day,DNA microarray,Delayed Cardiomyocyte Response to Total Body Particle Radiation Exposure - Identification of Regulatory Gene Network [iron],https://osdr.nasa.gov/geode-py/ws/studies/OSD-109/download?source=datamanager&file=GLDS-109_array_differential_expression_GLmicroarray.csv
0,OSD-117,Mus musculus,Ground Study,murine left ventricular cardiomyocytes,Ionizing Radiation     Time of Sample Collection After Treatment,17,7,21,proton & 1 day | proton & 3 day | proton & 5 day | proton & 12 day | proton & 26 day | sham-irradiated & 1 day | sham-irradiated & 3 day,DNA microarray,Delayed Cardiomyocyte Response to Total Body Particle Radiation Exposure - Identification of Regulatory Gene Network [proton],https://osdr.nasa.gov/geode-py/ws/studies/OSD-117/download?source=datamanager&file=GLDS-117_array_differential_expression_GLmicroarray.csv
0,OSD-141,Mus musculus,Ground Study,Tissue | Whole Spleen | Cells,Sample Collection Protocol     Library Construction Protocol,5,3,3,Spleen Cells & library construction 1 | Spleen Tissue & library construction 1 | Whole Spleen & library construction 2,RNA Sequencing (RNA-Seq),Validation of Methods to Assess the Immunoglobulin Gene Repertoire in Tissues Obtained from Mice on the International Space Station,https://osdr.nasa.gov/geode-py/ws/studies/OSD-141/download?source=datamanager&file=GLDS-141_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-151,Homo sapiens,Ground Study,3D cells,Ionizing Radiation     Radiation Distance     Absorbed Radiation Dose,33,8,28,non-irradiated & 625-875 micrometer & 0 gray | proton & 125-375 micrometer & 2.5 gray | non-irradiated & 125-375 micrometer & 0 gray | proton & 375-625 micrometer & 2.5 gray | non-irradiated & 375-625 micrometer & 0 gray | proton & 0 micrometer & 2.5 gray | proton & 625-875 micrometer & 0.5 gray | non-irradiated & 0 micrometer & 0 gray,DNA microarray,Bystander response to 2.5 Gy of protons in a human 3-dimensional skin model in 16 h after exposure,https://osdr.nasa.gov/geode-py/ws/studies/OSD-151/download?source=datamanager&file=GLDS-151_array_differential_expression_GLmicroarray.csv
0,OSD-152,Homo sapiens,Ground Study,Peripheral blood cell,Time of Sample Collection After Treatment     Ionizing Radiation     Absorbed Radiation Dose,53,10,45,sham-irradiated & 0 gray & 6 hour | Cesium-137 gamma radiation & 0.5 gray & 6 hour | Cesium-137 gamma radiation & 2 gray & 6 hour | Cesium-137 gamma radiation & 5 gray & 6 hour | Cesium-137 gamma radiation & 8 gray & 6 hour | sham-irradiated & 0 gray & 24 hour | Cesium-137 gamma radiation & 0.5 gray & 24 hour | Cesium-137 gamma radiation & 2 gray & 24 hour | Cesium-137 gamma radiation & 5 gray & 24 hour | Cesium-137 gamma radiation & 8 gray & 24 hour,DNA microarray,Transcription profiling of human peripheral blood to development gene expression signatures for practical radiation biodosimetry,https://osdr.nasa.gov/geode-py/ws/studies/OSD-152/download?source=datamanager&file=GLDS-152_array_differential_expression_GLmicroarray.csv
0,OSD-153,Mus musculus,Ground Study,whole 4th (inguinal) mammary glands,Genotype     Ionizing Radiation     Time of Sample Collection After Treatment,19,6,15,sham-irradiated & Wild Type & 1 week | Cobalt-60 gamma radiation & Wild Type & 1 week | Cobalt-60 gamma radiation & Wild Type & 4 week | sham-irradiated & Tgfb1 heterozygote & 1 week | Cobalt-60 gamma radiation & Tgfb1 heterozygote & 1 week | Cobalt-60 gamma radiation & Tgfb1 heterozygote & 4 week,DNA microarray,Non-targeted effects of low dose ionizing radiation act via TGF-beta to promote mammary carcinogenesis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-153/download?source=datamanager&file=GLDS-153_array_differential_expression_GLmicroarray.csv
0,OSD-154,Homo sapiens,Ground Study,Cells,Absorbed Radiation Dose     Cell Line,32,10,45,GM15036 & 1 centigray | GM15036 & 2.5 centigray | GM15036 & 5 centigray | GM15036 & 7.5 centigray | GM15036 & 10 centigray | GM15510 & 1 centigray | GM15510 & 2.5 centigray | GM15510 & 5 centigray | GM15510 & 7.5 centigray | GM15510 & 10 centigray,DNA microarray,Low dose ionizing radiation treated lymphoblastoid cells,https://osdr.nasa.gov/geode-py/ws/studies/OSD-154/download?source=datamanager&file=GLDS-154_array_differential_expression_GLmicroarray.csv
0,OSD-155,Homo sapiens,Ground Study,Whole Blood,Smoking Status     Absorbed Radiation Dose     Ionizing Radiation,98,8,28,smoker & cesium-137 gamma radiation & 0.5 gray | smoker & cesium-137 gamma radiation & 0.1 gray | smoker & sham-irradiated & 0 gray | non-smoker & cesium-137 gamma radiation & 2 gray | smoker & cesium-137 gamma radiation & 2 gray | non-smoker & sham-irradiated & 0 gray | non-smoker & cesium-137 gamma radiation & 0.1 gray | non-smoker & cesium-137 gamma radiation & 0.5 gray,DNA microarray,Radiation responses in peripheral white blood cells of smokers and non-smokers,https://osdr.nasa.gov/geode-py/ws/studies/OSD-155/download?source=datamanager&file=GLDS-155_array_differential_expression_GLmicroarray.csv
0,OSD-157,Homo sapiens,Ground Study,,Ionizing Radiation     Time of Sample Collection After Treatment     Sex     Absorbed Radiation Dose,54,0,68,,DNA microarray,Gene expression in human peripheral blood 48 hours after exposure to ionizing radiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-157/download?source=datamanager&file=GLDS-157_array_differential_expression_G4112A_GLmicroarray.csv
0,OSD-178,Homo sapiens,Ground Study,Cells,Ionizing Radiation     Time of Sample Collection After Treatment     Radiation Distance,75,0,65,,DNA microarray,IMR90 radiation bystander time-course experiment 0.5Gy alpha particle,https://osdr.nasa.gov/geode-py/ws/studies/OSD-178/download?source=datamanager&file=GLDS-178_array_differential_expression_GLmicroarray.csv
0,OSD-183,Homo sapiens,Ground Study,,Ionizing Radiation     Genotype     Radiation Distance     Micronucleus Index,53,0,42,,DNA microarray,Radiation-induced bystander effects and gene expression in cells deficient for RAD9,https://osdr.nasa.gov/geode-py/ws/studies/OSD-183/download?source=datamanager&file=GLDS-183_array_differential_expression_GLmicroarray.csv
0,OSD-188,Homo sapiens,High Altitude Study,Cells,Altered Gravity,41,5,10,1G In-flight Control in Reference Centrifuge | In-flight Baseline Control | uG In-flight | Hardware 1G Ground Control | Cell Culture Control,DNA microarray,Dynamic gene expression response to altered gravity in human T cells (sounding rocket flight),https://osdr.nasa.gov/geode-py/ws/studies/OSD-188/download?source=datamanager&file=GLDS-188_array_differential_expression_GLmicroarray.csv
0,OSD-201,Mus musculus,Ground Study,Spleen,Hindlimb unloading     tetanus toxoid     vaccine adjuvant,32,8,28,Hindlimb Loaded Control & not tetanus toxoid injected & CpG injected | Hindlimb Loaded Control & not tetanus toxoid injected & not CpG injected | Hindlimb Loaded Control & tetanus toxoid injected & CpG injected | Hindlimb Loaded Control & tetanus toxoid injected & not CpG injected | Hindlimb Unloaded & not tetanus toxoid injected & CpG injected | Hindlimb Unloaded & not tetanus toxoid injected & not CpG injected | Hindlimb Unloaded & tetanus toxoid injected & CpG injected | Hindlimb Unloaded & tetanus toxoid injected & not CpG injected,RNA Sequencing (RNA-Seq),Impact of Antiorthostatic Suspension on Mouse response to Tetanus Toxoid and CpG,https://osdr.nasa.gov/geode-py/ws/studies/OSD-201/download?source=datamanager&file=GLDS-201_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-202,Mus musculus,Ground Study,brain,Ionizing Radiation     Hindlimb Unloading     Time of Sample Collection After Treatment,40,8,28,cobalt-57 gamma radiation & Hindlimb Unloaded & 1 month | cobalt-57 gamma radiation & Hindlimb Unloaded & 4 month | cobalt-57 gamma radiation & Normally Loaded Control & 1 month | cobalt-57 gamma radiation & Normally Loaded Control & 4 month | non-irradiated & Hindlimb Unloaded & 1 month | non-irradiated & Hindlimb Unloaded & 4 month | non-irradiated & Normally Loaded Control & 1 month | non-irradiated & Normally Loaded Control & 4 month,RNA Sequencing (RNA-Seq)     DNA microarray     Reduced-Representation Bisulfite Sequencing,Low dose (0.04 Gy) irradiation (LDR) and hindlimb unloading (HLU) microgravity in mice: brain transcriptomic and epigenomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-202/download?source=datamanager&file=GLDS-202_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-203,Mus musculus,Ground Study,Retina,Ionizing Radiation     Hindlimb Unloading     Time of Sample Collection After Treatment,59,0,66,,RNA Sequencing (RNA-Seq)     Reduced-Representation Bisulfite Sequencing,Low dose (0.04 Gy) irradiation (LDR) and hindlimb unloading (HLU) microgravity in mice: retina transcriptomic and epigenomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-203/download?source=datamanager&file=GLDS-203_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-214,Mus musculus,Ground Study,Bone Marrow,Hindlimb Unloading     Tetanus Toxoid     Vaccine Adjuvant,24,8,28,Hindlimb Loaded & not tetanus toxoid injected & CpG injected | Hindlimb Loaded & not tetanus toxoid injected & not CpG injected | Hindlimb Loaded & tetanus toxoid injected & CpG injected | Hindlimb Loaded & tetanus toxoid injected & not CpG injected | Hindlimb Unloaded & not tetanus toxoid injected & CpG injected | Hindlimb Unloaded & not tetanus toxoid injected & not CpG injected | Hindlimb Unloaded & tetanus toxoid injected & CpG injected | Hindlimb Unloaded & tetanus toxoid injected & not CpG injected,RNA Sequencing (RNA-Seq),Impact of Antiorthostatic Suspension on Mouse response to Tetanus Toxoid and CpG: bone marrow transcriptomic data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-214/download?source=datamanager&file=GLDS-214_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-235,Mus musculus,Ground Study,Left Lobe of the Liver,Euthanasia Method     Tissue Preservation Method     Carcass Preservation Method     Dissection Condition     Tissue Homogenate Preservation Time at -80C in RLT Buffer,74,0,58,,RNA Sequencing (RNA-Seq),"Transcriptomic analysis of liver from mice subjected to simulated spaceflight euthanasia, freezing, and tissue preservation protocols",https://osdr.nasa.gov/geode-py/ws/studies/OSD-235/download?source=datamanager&file=GLDS-235_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-272,Mus musculus,Ground Study,Spleen,Dissection Condition     Preservation Method     Order of Preservation,58,0,46,,RNA Sequencing (RNA-Seq),Transcriptional analysis of spleens from mice preserved with the Rapid Freeze hardware,https://osdr.nasa.gov/geode-py/ws/studies/OSD-272/download?source=datamanager&file=GLDS-272_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-273,Mus musculus,Ground Study,Liver,Dissection Condition     Preservation Method     Order of Preservation,62,0,46,,RNA Sequencing (RNA-Seq),Transcriptional analysis of livers from mice preserved with the Rapid Freeze hardware,https://osdr.nasa.gov/geode-py/ws/studies/OSD-273/download?source=datamanager&file=GLDS-273_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-274,Mus musculus,Ground Study,Soleus,Dissection Condition     Preservation Method     Order of Preservation,41,10,45,Immediate & Glovebox Freezer & First set of animals processed in a day of operations | Immediate & Glovebox Freezer & Second set of animals processed in a day of operations | Immediate & Glovebox Freezer & Third set of animals processed in a day of operations | Immediate & Liquid Nitrogen & Liquid Nitrogen Control Set | Whole Carcass & Cryochiller & First set of animals processed in a day of operations | Whole Carcass & Cryochiller & Fourth set of animals processed in a day of operations | Whole Carcass & Cryochiller & Second set of animals processed in a day of operations | Whole Carcass & Cryochiller & Third set of animals processed in a day of operations | Whole Carcass & Dry Ice & Dry Ice Control Set | Whole Carcass & Liquid Nitrogen & Liquid Nitrogen Control Set,RNA Sequencing (RNA-Seq),Transcriptional analysis of soleus from mice preserved with the Rapid Freeze hardware,https://osdr.nasa.gov/geode-py/ws/studies/OSD-274/download?source=datamanager&file=GLDS-274_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-294,Mus musculus,Ground Study,Left Lobe of the Liver,Ionizing Radiation     Time of Sample Collection After Treatment,30,10,45,Fe-56 ion radiation & 1 month | Fe-56 ion radiation & 12 month | Fe-56 ion radiation & 2 month | Fe-56 ion radiation & 4 month | Fe-56 ion radiation & 9 month | non-irradiated & 1 month | non-irradiated & 12 month | non-irradiated & 2 month | non-irradiated & 4 month | non-irradiated & 9 month,RNA Sequencing (RNA-Seq),Efficient Identification of Multiple Pathways: RNA-Seq Analysis of Livers from 56Fe Ion Irradiated Mice,https://osdr.nasa.gov/geode-py/ws/studies/OSD-294/download?source=datamanager&file=GLDS-294_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-295,Mus musculus,Ground Study,Soleus,Hindlimb Unloading     Age     Hindlimb Reloading Duration,36,6,15,22-24 month & Hindlimb Unloaded & 3 day | 22-24 month & Hindlimb Unloaded & Not Applicable | 22-24 month & Normally Loaded Control & Not Applicable | 6 month & Hindlimb Unloaded & 3 day | 6 month & Hindlimb Unloaded & Not Applicable | 6 month & Normally Loaded Control & Not Applicable,RNA Sequencing (RNA-Seq),RNA-Seq transcriptome profiling of soleus from adult and aged mice following disuse muscle atrophy and recovery,https://osdr.nasa.gov/geode-py/ws/studies/OSD-295/download?source=datamanager&file=GLDS-295_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-296,Arabidopsis thaliana,Ground Study,,Genotype     Treatment     Light     Time,39,0,55,,DNA microarray,Transcription profiling of Arabidopsis seedings exposed to UV-B irradiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-296/download?source=datamanager&file=GLDS-296_array_differential_expression.csv
0,OSD-304,Mus musculus,Ground Study,Blood,Ionizing Radiation     Absorbed Radiation Dose     Genotype,27,5,10,Wild Type & Cesium-137 Gamma Radiation & 6 gray | Wild Type & Cesium-137 Gamma Radiation & 8.8 gray | Parp1-/- & Cesium-137 Gamma Radiation & 6 gray | Wild Type & sham-irradiated & 0 gray | Parp1-/- & sham-irradiated & 0 gray,DNA microarray,Global gene expression in response to X rays in mice deficient in Parp1,https://osdr.nasa.gov/geode-py/ws/studies/OSD-304/download?source=datamanager&file=GLDS-304_array_differential_expression_GLmicroarray.csv
0,OSD-313,Arabidopsis thaliana,Ground Study,,Genotype     Treatment,19,6,15,Nuc1-2 Mutant & 48 hours of dark | Nuc1-2 Mutant & 48 hours of red light | Nuc2-2 Mutant & 48 hours of dark | Nuc2-2 Mutant & 48 hours of red light | Wild Type & 48 hours of dark | Wild Type & 48 hours of red light,RNA Sequencing (RNA-Seq),Dissecting transcriptional responses of nucleolin mutants to red light stimulation and darkness in ground reference conditions,https://osdr.nasa.gov/geode-py/ws/studies/OSD-313/download?source=datamanager&file=GLDS-313_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-320,Arabidopsis thaliana,Ground Study,Seedlings,Genotype     Time of sample collection after treatment     Ionizing Radiation,47,0,79,,DNA microarray,Gamma radiation and HZE treatment of seedlings in Arabidopsis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-320/download?source=datamanager&file=GLDS-320_array_differential_expression_GLmicroarray.csv
0,OSD-322,Mus musculus,Ground Study,Left lobe of liver,Ionizing Radiation     Time of Sample Collection After Treatment,60,0,113,,RNA Sequencing (RNA-Seq),"Comparative RNA-Seq transcriptome analyses reveal dynamic time dependent effects of 56Fe, 16O, and 28Si irradiation on the induction of murine hepatocellular carcinoma",https://osdr.nasa.gov/geode-py/ws/studies/OSD-322/download?source=datamanager&file=GLDS-322_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-370,Homo sapiens,Ground Study,Vastus Lateralis,Bed Rest     Time     Treatment,63,5,10,Before Bed Rest & 2 to 4 weeks before Bed Rest & baseline | Before Bed Rest & 2 to 4 weeks before Bed Rest & insulin-stimulated | During Bed Rest & 9 days into Bed Rest & baseline | During Bed Rest & 9 days into Bed Rest & insulin-stimulated | After Bed Rest and Retraining & 4 weeks after Bed Rest stop & baseline,DNA microarray,Insulin resistance induced by physical inactivity is associated with multiple transcriptional changes in skeletal muscle in young men,https://osdr.nasa.gov/geode-py/ws/studies/OSD-370/download?source=datamanager&file=GLDS-370_array_differential_expression_GLmicroarray.csv
0,OSD-406,Arabidopsis thaliana,Parabolic Flight Study,root,Spacecraft     Altered Gravity     Ecotype     Genotype,25,8,28,Col-0 & Wild Type & Ground Control & Virgin Galactic SpaceShipTwo | Col-0 & Wild Type & Suborbital Flight & Virgin Galactic SpaceShipTwo | Wassilewskija ecotype & Wild Type & Ground Control & Blue Origin New Shepard | Wassilewskija ecotype & Wild Type & Ground Control & Virgin Galactic SpaceShipTwo | Wassilewskija ecotype & Wild Type & Suborbital Flight & Blue Origin New Shepard | Wassilewskija ecotype & Wild Type & Suborbital Flight & Virgin Galactic SpaceShipTwo | Wassilewskija ecotype & sku5 & Ground Control & Blue Origin New Shepard | Wassilewskija ecotype & sku5 & Suborbital Flight & Blue Origin New Shepard,RNA Sequencing (RNA-Seq),Transcriptomic responses of Arabidopsis thaliana lines WS and sku5 to the Blue Origin NS-12 and Virgin Galactic VP-03 suborbital flights,https://osdr.nasa.gov/geode-py/ws/studies/OSD-406/download?source=datamanager&file=GLDS-406_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-455,Mus musculus,Ground Study,Whole Blood,Time of Sample Collection after Treatment     Absorbed Radiation Dose     Ionizing Radiation,251,0,76,,DNA microarray,Transcriptomic responses in mouse blood during the first week after in vivo gamma irradiation.,https://osdr.nasa.gov/geode-py/ws/studies/OSD-455/download?source=datamanager&file=GLDS-455_array_differential_expression_GLmicroarray.csv
0,OSD-498,Arabidopsis thaliana,Ground Study,Seedlings,Time of Sample Collection after Treatment     Ionizing Radiation,17,8,28,10 minute & Cobalt-60 gamma radiation | 10 minute & non-irradiated | 1440 minute & Cobalt-60 gamma radiation | 1440 minute & non-irradiated | 20 minute & Cobalt-60 gamma radiation | 20 minute & non-irradiated | 90 minute & Cobalt-60 gamma radiation | 90 minute & non-irradiated,RNA Sequencing (RNA-Seq),The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq gIR vs mock wt],https://osdr.nasa.gov/geode-py/ws/studies/OSD-498/download?source=datamanager&file=GLDS-498_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-502,Arabidopsis thaliana,Ground Study,Seedlings,Genotype     Ionizing Radiation,9,4,6,Wild Type & Cobalt-60 gamma radiation | Wild Type & non-irradiated | myb3r135 & Cobalt-60 gamma radiation | myb3r135 & non-irradiated,RNA Sequencing (RNA-Seq),The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq myb3r135 vs wt],https://osdr.nasa.gov/geode-py/ws/studies/OSD-502/download?source=datamanager&file=GLDS-502_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-508,Arabidopsis thaliana,Ground Study,Seedlings,Ionizing Radiation     Time of Sample Collection After Treatment     Genotype,37,0,73,,RNA Sequencing (RNA-Seq),The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq t vs t0],https://osdr.nasa.gov/geode-py/ws/studies/OSD-508/download?source=datamanager&file=GLDS-508_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-510,Arabidopsis thaliana,Ground Study,Seedlings,Ionizing Radiation     Time of Sample Collection After Treatment     Genotype,49,0,73,,RNA Sequencing (RNA-Seq),The SOG1 transcriptional activator and the MYB3R family of repressors control a complex gene network in response to DNA damage in Arabidopsis [RNA-seq DREMmodel],https://osdr.nasa.gov/geode-py/ws/studies/OSD-510/download?source=datamanager&file=GLDS-510_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-518,Arabidopsis thaliana,Ground Study,,Genotype     Treatment,22,6,15,Wild Type & 45 minutes after 90 degree gravistimulation | Wild Type & not gravistimulated | lazy1 mutant & 45 minutes after 90 degree gravistimulation | lazy1 mutant & not gravistimulated | tac1 mutant & 45 minutes after 90 degree gravistimulation | tac1 mutant & not gravistimulated,RNA Sequencing (RNA-Seq),Opposing influences of TAC1 and LAZY1 on Lateral Shoot Orientation in Arabidopsis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-518/download?source=datamanager&file=GLDS-518_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-519,Arabidopsis thaliana,Ground Study,,Genotype     Organism Part     Treatment     Time,38,0,42,,RNA Sequencing (RNA-Seq),PUCHI represses early meristem formation in developing lateral roots of Arabidopsis thaliana,https://osdr.nasa.gov/geode-py/ws/studies/OSD-519/download?source=datamanager&file=GLDS-519_rna_seq_differential_expression.csv
0,OSD-539,Homo sapiens,High Altitude Study,human engineered cartilage,Sex     Treatment,18,6,15,Female & Ground Control | Female & Lab Control | Female & Parabolic Flight | Male & Ground Control | Male & Lab Control | Male & Parabolic Flight,RNA Sequencing (RNA-Seq),Transcriptomic response of bioengineered human cartilage to parabolic flight microgravity is sex-dependent,https://osdr.nasa.gov/geode-py/ws/studies/OSD-539/download?source=datamanager&file=GLDS-539_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-565,Arabidopsis thaliana,Ground Study,,Treatment     Organism Part     Microgravity Simulation,47,11,55,Plant Leaves & Treatment 1 & Not Applicable | Plant Leaves & Treatment 2 & Not Applicable | Plant Leaves & Treatment 3 & Not Applicable | Plant Leaves & Treatment 4 & Not Applicable | Plant Leaves & Treatment 5 & Clinorotated for 4 minutes | Plant Roots & Treatment 1 & Not Applicable | Plant Roots & Treatment 2 & Not Applicable | Plant Roots & Treatment 3 & Not Applicable | Plant Roots & Treatment 4 & Not Applicable | Plant Roots & Treatment 5 & Clinorotated for 4 minutes | Plant Roots & Treatment 6 & Not Applicable,RNA Sequencing (RNA-Seq),Utilizing the KSC Fixation Tube to Conduct Human-Tended Plant Biology Experiments on a Suborbital Spaceflight,https://osdr.nasa.gov/geode-py/ws/studies/OSD-565/download?source=datamanager&file=GLDS-558_rna_seq_differential_expression.csv
0,OSD-720,Mus musculus,Ground Study,Left ventricle,Ionizing Radiation     Sex     Time of Sample Collection After Treatment,60,12,66,Female & cesium-137 gamma radiation & 440 day | Female & cesium-137 gamma radiation & 550 day | Female & mixed radiation & 440 day | Female & mixed radiation & 550 day | Female & sham-irradiated & 440 day | Female & sham-irradiated & 550 day | Male & cesium-137 gamma radiation & 440 day | Male & cesium-137 gamma radiation & 660 day | Male & mixed radiation & 440 day | Male & mixed radiation & 660 day | Male & sham-irradiated & 440 day | Male & sham-irradiated & 660 day,RNA Sequencing (RNA-Seq),Long-lasting sex-specific alteration in left ventricular cardiac transcriptome following gamma and simGCRsim radiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-720/download?source=datamanager&file=GLDS-699_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-782,Arabidopsis thaliana,Ground Study,,Ionizing Radiation     Absorbed Radiation Dose     Time of Sample Collection After Treatment,37,12,66,cesium-137 gamma radiation & 10 centigray & 1 hour | cesium-137 gamma radiation & 10 centigray & 24 hour | cesium-137 gamma radiation & 10 centigray & 3 hour | cesium-137 gamma radiation & 10 centigray & 72 hour | cesium-137 gamma radiation & 100 centigray & 1 hour | cesium-137 gamma radiation & 100 centigray & 24 hour | cesium-137 gamma radiation & 100 centigray & 3 hour | cesium-137 gamma radiation & 100 centigray & 72 hour | non-irradiated & 0 centigray & 1 hour | non-irradiated & 0 centigray & 24 hour | non-irradiated & 0 centigray & 3 hour | non-irradiated & 0 centigray & 72 hour,RNA Sequencing (RNA-Seq),Multi-omics profiling reveals ethylene signalling as a key pathway underlying both genetic and epigenetic responses to low-dose ionizing radiation in Arabidopsis,https://osdr.nasa.gov/geode-py/ws/studies/OSD-782/download?source=datamanager&file=GLDS-679_rna_seq_differential_expression_GLbulkRNAseq.csv
0,OSD-787,Homo sapiens,Ground Study,Vastus Lateralis,Sex     Disease State,8,4,6,Female & Normal | Female & Sarcopenia | Male & Normal | Male & Sarcopenia,RNA Sequencing (RNA-Seq),Skeletal muscle-on-a-chip in microgravity as a platform for regeneration modeling and drug screening - vastus lateralis data,https://osdr.nasa.gov/geode-py/ws/studies/OSD-787/download?source=datamanager&file=GLDS-682_rna_seq_differential_expression_GLbulkRNAseq.csv
