score,osd_id,organism,project_type,material,factors,n_samples,n_groups,n_contrasts,groups,assay,title,dge_url
3,OSD-217,Arabidopsis thaliana,Spaceflight Study,leaf | root,Spaceflight     Organism Part,13,4,6,leaf & Ground Control | leaf & Space Flight | root & Ground Control | root & Space Flight,Whole Genome Bisulfite Sequencing     RNA Sequencing (RNA-Seq),Characterization of Epigenetic Regulation in an Extraterrestrial Environment: The Arabidopsis Spaceflight Methylome,https://osdr.nasa.gov/geode-py/ws/studies/OSD-217/download?source=datamanager&file=GLDS-217_rna_seq_differential_expression.csv
3,OSD-258,Homo sapiens,Spaceflight Study,Cells,Spaceflight     Time,19,3,3,"Ground Control & 5.5 weeks plus 10 days | Space Flight & 4.5 weeks microgravity exposure | Space Flight & 5.5 weeks microgravity exposure, followed by 10 days normal gravity",RNA Sequencing (RNA-Seq),Effects of Spaceflight on Human Induced Pluripotent Stem Cell-Derived Cardiomyocyte Structure and Function,https://osdr.nasa.gov/geode-py/ws/studies/OSD-258/download?source=datamanager&file=GLDS-258_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-278,Drosophila melanogaster,Spaceflight Study,Whole Organism,Spaceflight     Infection,12,4,6,Ground Control & Infected with Serratia marcescens | Ground Control & Sham-infected | Ground Control & uninfected | Space Flight & Infected with Serratia marcescens,RNA Sequencing (RNA-Seq),Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model,https://osdr.nasa.gov/geode-py/ws/studies/OSD-278/download?source=datamanager&file=GLDS-278_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-347,Drosophila melanogaster,Spaceflight Study,Heart,Spaceflight     Genotype,13,4,6,Wild Type & Ground Control | Wild Type & Space Flight | seizure channel mutant & Ground Control | seizure channel mutant & Space Flight,RNA Sequencing (RNA-Seq),Heart Flies - effect of microgravity on heart function in Drosophila,https://osdr.nasa.gov/geode-py/ws/studies/OSD-347/download?source=datamanager&file=GLDS-347_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-369,Homo sapiens,Ground Study,3D cells,Ionizing Radiation,9,2,1,sham-irradiated | He-4 ion radiation,DNA microarray,Bystander responses to 0.5Gy of alpha-particles in a human 3-dimensional skin model in 4h after exposure to ionizing radiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-369/download?source=datamanager&file=GLDS-369_array_differential_expression_GLmicroarray.csv
3,OSD-374,Mus musculus,Ground Study,Hippocampus,Ionizing Radiation,8,2,1,proton | sham-irradiated,RNA Sequencing (RNA-Seq)     DIP-seq,Bi-directional and shared epigenomic signatures following proton irradiation,https://osdr.nasa.gov/geode-py/ws/studies/OSD-374/download?source=datamanager&file=GLDS-374_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-418,Rattus norvegicus,Ground Study,Gastrocnemius,Partial Weight Bearing,9,2,1,40% of normal loading (PWB40) | normal loading with full harness (PWB100),RNA Sequencing (RNA-Seq),Transcriptional profiling of gastrocnemius from rats exposed to partial weight bearing treatment to mimic Martian gravity,https://osdr.nasa.gov/geode-py/ws/studies/OSD-418/download?source=datamanager&file=GLDS-418_rna_seq_differential_expression.csv
3,OSD-462,Mus musculus,Spaceflight Study,Left kidney,Spaceflight,42,4,6,Basal Control | Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq)     RNA Sequencing (RNA-Seq)     RNA Sequencing (RNA-Seq)     mass spectrometry     mass spectrometry,"Transcriptional profiling, protein expression profiling, and phosphoprotein profiling of kidneys from mice flown on the RR-10 mission",https://osdr.nasa.gov/geode-py/ws/studies/OSD-462/download?source=datamanager&file=GLDS-462_rna_seq_differential_expression_UPX_GLbulkRNAseq.csv
3,OSD-463,Mus musculus,Spaceflight Study,Left Lobe of the Liver,Spaceflight,27,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of livers from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-463/download?source=datamanager&file=GLDS-463_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-464,Mus musculus,Spaceflight Study,Left Lung,Spaceflight,26,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of lungs from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-464/download?source=datamanager&file=GLDS-464_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-506,Mus musculus,Spaceflight Study,Spleen,Spaceflight,24,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of spleens from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-506/download?source=datamanager&file=GLDS-506_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-512,Mus musculus,Spaceflight Study,adrenal gland,Spaceflight,27,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of adrenal glands from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-512/download?source=datamanager&file=GLDS-512_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-513,Mus musculus,Spaceflight Study,Left kidney,Spaceflight,27,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of kidneys from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-513/download?source=datamanager&file=GLDS-513_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-515,Mus musculus,Spaceflight Study,thymus,Spaceflight,25,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of thymus from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-515/download?source=datamanager&file=GLDS-515_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-525,Mus musculus,Spaceflight Study,Cerebellum,Spaceflight,26,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of cerebellums from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-525/download?source=datamanager&file=GLDS-525_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-546,Homo sapiens,Spaceflight Study,Cells,Spaceflight     Treatment,15,4,6,Space Flight & osteogenic | Space Flight & standard | Ground Control & osteogenic | Ground Control & standard,DNA microarray,SCD – Stem Cell Differentiation Toward Osteoblast Onboard the International Space Station,https://osdr.nasa.gov/geode-py/ws/studies/OSD-546/download?source=datamanager&file=GLDS-546_array_differential_expression.csv
3,OSD-548,Mus musculus,Ground Study,cardiac muscle tissue,Hindlimb Unloading,9,2,1,sham | tail suspension,DNA microarray,Balancing apelin and angiotensin-II signaling to reduce heart injury during weightlessness,https://osdr.nasa.gov/geode-py/ws/studies/OSD-548/download?source=datamanager&file=GLDS-548_array_differential_expression.csv
3,OSD-576,Mus musculus,Spaceflight Study,Right tibialis anterior,Spaceflight,27,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of tibialis anterior muscle from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-576/download?source=datamanager&file=GLDS-570_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-590,Drosophila melanogaster,Ground Study,Whole Organism,Ionizing Radiation     ionizing radiation device or source,5,2,1,mixed radiation & Baksan Neutrino Observatory | mixed radiation & Deep Underground Low Background laboratory (DULB-4900),RNA Sequencing (RNA-Seq),First transcriptome profiling of D. melanogaster after development in a deep underground low radiation background laboratory,https://osdr.nasa.gov/geode-py/ws/studies/OSD-590/download?source=datamanager&file=GLDS-577_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-613,Mus musculus,Spaceflight Study,Left cerebral hemisphere,Spaceflight     Age,18,4,6,Ground Control & 12 week | Ground Control & 29 week | Space Flight & 12 week | Space Flight & 29 week,single-cell RNA sequencing     single-cell ATAC-seq     RNA Sequencing (RNA-Seq),Bulk RNA sequencing and single nuclei transcriptomics and epigenomics of brain tissue from mice flown on the RRRM-2 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-613/download?source=datamanager&file=GLDS-589_rna_seq_differential_expression_GLbulkRNAseq.csv
3,OSD-665,Mus musculus,Spaceflight Study,Right extensor digitorum longus,Spaceflight,27,3,3,Ground Control | Space Flight | Vivarium Control,RNA Sequencing (RNA-Seq),Transcriptional profiling of right extensor digitorum longus muscle from mice flown on the RR-23 mission,https://osdr.nasa.gov/geode-py/ws/studies/OSD-665/download?source=datamanager&file=GLDS-604_rna_seq_differential_expression_GLbulkRNAseq.csv
